date,sku,units_sold,on_hand,stockout_flag
2021-03-04,Espresso Beans (Arabica),1.0,2.9,False
2021-03-05,Espresso Beans (Arabica),1.0,7.8,False
2021-03-06,Espresso Beans (Arabica),1.0,6.8,False
2021-03-07,Espresso Beans (Arabica),1.0,5.8,False
2021-03-08,Espresso Beans (Arabica),0.0,5.8,False
2021-03-09,Espresso Beans (Arabica),0.0,5.8,False
2021-03-10,Espresso Beans (Arabica),1.0,4.8,False
2021-03-11,Espresso Beans (Arabica),0.0,4.8,False
2021-03-12,Espresso Beans (Arabica),0.0,4.8,False
2021-03-13,Espresso Beans (Arabica),0.0,4.8,False
2021-03-14,Espresso Beans (Arabica),0.0,4.8,False
2021-03-15,Espresso Beans (Arabica),1.0,3.8,False
2021-03-16,Espresso Beans (Arabica),1.0,2.8,False
2021-03-17,Espresso Beans (Arabica),1.0,7.7,False
2021-03-18,Espresso Beans (Arabica),0.0,7.7,False
2021-03-19,Espresso Beans (Arabica),1.0,6.7,False
2021-03-20,Espresso Beans (Arabica),1.0,5.7,False
2021-03-21,Espresso Beans (Arabica),0.0,5.7,False
2021-03-22,Espresso Beans (Arabica),1.0,4.7,False
2021-03-23,Espresso Beans (Arabica),0.0,4.7,False
2021-03-24,Espresso Beans (Arabica),0.0,4.7,False
2021-03-25,Espresso Beans (Arabica),0.0,4.7,False
2021-03-26,Espresso Beans (Arabica),0.0,4.7,False
2021-03-27,Espresso Beans (Arabica),1.0,3.7,False
2021-03-28,Espresso Beans (Arabica),0.0,3.7,False
2021-03-29,Espresso Beans (Arabica),0.0,3.7,False
2021-03-30,Espresso Beans (Arabica),1.0,2.7,False
2021-03-31,Espresso Beans (Arabica),1.0,1.7,False
2021-04-01,Espresso Beans (Arabica),1.0,6.6,False
2021-04-02,Espresso Beans (Arabica),0.0,6.6,False
2021-04-03,Espresso Beans (Arabica),0.0,6.6,False
2021-04-04,Espresso Beans (Arabica),0.0,6.6,False
2021-04-05,Espresso Beans (Arabica),0.0,6.6,False
2021-04-06,Espresso Beans (Arabica),0.0,6.6,False
2021-04-07,Espresso Beans (Arabica),0.0,6.6,False
2021-04-08,Espresso Beans (Arabica),0.0,6.6,False
2021-04-09,Espresso Beans (Arabica),1.0,5.6,False
2021-04-10,Espresso Beans (Arabica),0.0,5.6,False
2021-04-11,Espresso Beans (Arabica),0.0,5.6,False
2021-04-12,Espresso Beans (Arabica),1.0,4.6,False
2021-04-13,Espresso Beans (Arabica),0.0,4.6,False
2021-04-14,Espresso Beans (Arabica),1.0,3.6,False
2021-04-15,Espresso Beans (Arabica),0.0,3.6,False
2021-04-16,Espresso Beans (Arabica),0.0,3.6,False
2021-04-17,Espresso Beans (Arabica),0.0,3.6,False
2021-04-18,Espresso Beans (Arabica),0.0,3.6,False
2021-04-19,Espresso Beans (Arabica),1.0,2.6,False
2021-04-20,Espresso Beans (Arabica),0.0,2.6,False
2021-04-21,Espresso Beans (Arabica),1.0,1.6,False
2021-04-22,Espresso Beans (Arabica),0.0,7.5,False
2021-04-23,Espresso Beans (Arabica),0.0,7.5,False
2021-04-24,Espresso Beans (Arabica),0.0,7.5,False
2021-04-25,Espresso Beans (Arabica),0.0,7.5,False
2021-04-26,Espresso Beans (Arabica),0.0,7.5,False
2021-04-27,Espresso Beans (Arabica),0.0,7.5,False
2021-04-28,Espresso Beans (Arabica),0.0,7.5,False
2021-04-29,Espresso Beans (Arabica),1.0,6.5,False
2021-04-30,Espresso Beans (Arabica),0.0,6.5,False
2021-05-01,Espresso Beans (Arabica),0.0,6.5,False
2021-05-02,Espresso Beans (Arabica),0.0,6.5,False
2021-05-03,Espresso Beans (Arabica),0.0,6.5,False
2021-05-04,Espresso Beans (Arabica),1.0,5.5,False
2021-05-05,Espresso Beans (Arabica),1.0,4.5,False
2021-05-06,Espresso Beans (Arabica),0.0,4.5,False
2021-05-07,Espresso Beans (Arabica),1.0,3.5,False
2021-05-08,Espresso Beans (Arabica),0.0,3.5,False
2021-05-09,Espresso Beans (Arabica),0.0,3.5,False
2021-05-10,Espresso Beans (Arabica),0.0,3.5,False
2021-05-11,Espresso Beans (Arabica),0.0,3.5,False
2021-05-12,Espresso Beans (Arabica),0.0,3.5,False
2021-05-13,Espresso Beans (Arabica),1.0,2.5,False
2021-05-14,Espresso Beans (Arabica),0.0,2.5,False
2021-05-15,Espresso Beans (Arabica),0.0,2.5,False
2021-05-16,Espresso Beans (Arabica),0.0,2.5,False
2021-05-17,Espresso Beans (Arabica),0.0,2.5,False
2021-05-18,Espresso Beans (Arabica),1.0,1.5,False
2021-05-19,Espresso Beans (Arabica),1.0,6.4,False
2021-05-20,Espresso Beans (Arabica),1.0,5.4,False
2021-05-21,Espresso Beans (Arabica),1.0,4.4,False
2021-05-22,Espresso Beans (Arabica),0.0,4.4,False
2021-05-23,Espresso Beans (Arabica),0.0,4.4,False
2021-05-24,Espresso Beans (Arabica),0.0,4.4,False
2021-05-25,Espresso Beans (Arabica),0.0,4.4,False
2021-05-26,Espresso Beans (Arabica),0.0,4.4,False
2021-05-27,Espresso Beans (Arabica),0.0,4.4,False
2021-05-28,Espresso Beans (Arabica),0.0,4.4,False
2021-05-29,Espresso Beans (Arabica),1.0,3.4,False
2021-05-30,Espresso Beans (Arabica),0.0,3.4,False
2021-05-31,Espresso Beans (Arabica),0.0,3.4,False
2021-06-01,Espresso Beans (Arabica),0.0,3.4,False
2021-06-02,Espresso Beans (Arabica),0.0,3.4,False
2021-06-03,Espresso Beans (Arabica),0.0,3.4,False
2021-06-04,Espresso Beans (Arabica),0.0,3.4,False
2021-06-05,Espresso Beans (Arabica),1.0,2.4,False
2021-06-06,Espresso Beans (Arabica),0.0,2.4,False
2021-06-07,Espresso Beans (Arabica),1.0,1.4,False
2021-06-08,Espresso Beans (Arabica),0.0,1.4,False
2021-06-09,Espresso Beans (Arabica),0.0,7.3,False
2021-06-10,Espresso Beans (Arabica),0.0,7.3,False
2021-06-11,Espresso Beans (Arabica),0.0,7.3,False
2021-06-12,Espresso Beans (Arabica),1.0,6.3,False
2021-06-13,Espresso Beans (Arabica),0.0,6.3,False
2021-06-14,Espresso Beans (Arabica),1.0,5.3,False
2021-06-15,Espresso Beans (Arabica),0.0,5.3,False
2021-06-16,Espresso Beans (Arabica),1.0,4.3,False
2021-06-17,Espresso Beans (Arabica),0.0,4.3,False
2021-06-18,Espresso Beans (Arabica),0.0,4.3,False
2021-06-19,Espresso Beans (Arabica),0.0,4.3,False
2021-06-20,Espresso Beans (Arabica),0.0,4.3,False
2021-06-21,Espresso Beans (Arabica),0.0,4.3,False
2021-06-22,Espresso Beans (Arabica),0.0,4.3,False
2021-06-23,Espresso Beans (Arabica),0.0,4.3,False
2021-06-24,Espresso Beans (Arabica),0.0,4.3,False
2021-06-25,Espresso Beans (Arabica),0.0,4.3,False
2021-06-26,Espresso Beans (Arabica),1.0,3.3,False
2021-06-27,Espresso Beans (Arabica),0.0,3.3,False
2021-06-28,Espresso Beans (Arabica),0.0,3.3,False
2021-06-29,Espresso Beans (Arabica),0.0,3.3,False
2021-06-30,Espresso Beans (Arabica),1.0,8.2,False
2021-07-01,Espresso Beans (Arabica),0.0,8.2,False
2021-07-02,Espresso Beans (Arabica),0.0,8.2,False
2021-07-03,Espresso Beans (Arabica),1.0,7.2,False
2021-07-04,Espresso Beans (Arabica),0.0,7.2,False
2021-07-05,Espresso Beans (Arabica),1.0,6.2,False
2021-07-06,Espresso Beans (Arabica),0.0,6.2,False
2021-07-07,Espresso Beans (Arabica),0.0,6.2,False
2021-07-08,Espresso Beans (Arabica),0.0,6.2,False
2021-07-09,Espresso Beans (Arabica),1.0,5.2,False
2021-07-10,Espresso Beans (Arabica),1.0,4.2,False
2021-07-11,Espresso Beans (Arabica),0.0,4.2,False
2021-07-12,Espresso Beans (Arabica),0.0,4.2,False
2021-07-13,Espresso Beans (Arabica),1.0,3.2,False
2021-07-14,Espresso Beans (Arabica),0.0,3.2,False
2021-07-15,Espresso Beans (Arabica),0.0,3.2,False
2021-07-16,Espresso Beans (Arabica),1.0,2.2,False
2021-07-17,Espresso Beans (Arabica),0.0,2.2,False
2021-07-18,Espresso Beans (Arabica),0.0,8.1,False
2021-07-19,Espresso Beans (Arabica),0.0,8.1,False
2021-07-20,Espresso Beans (Arabica),0.0,8.1,False
2021-07-21,Espresso Beans (Arabica),1.0,7.1,False
2021-07-22,Espresso Beans (Arabica),0.0,7.1,False
2021-07-23,Espresso Beans (Arabica),1.0,6.1,False
2021-07-24,Espresso Beans (Arabica),0.0,6.1,False
2021-07-25,Espresso Beans (Arabica),0.0,6.1,False
2021-07-26,Espresso Beans (Arabica),0.0,6.1,False
2021-07-27,Espresso Beans (Arabica),0.0,6.1,False
2021-07-28,Espresso Beans (Arabica),0.0,6.1,False
2021-07-29,Espresso Beans (Arabica),0.0,6.1,False
2021-07-30,Espresso Beans (Arabica),1.0,5.1,False
2021-07-31,Espresso Beans (Arabica),0.0,5.1,False
2021-08-01,Espresso Beans (Arabica),0.0,5.1,False
2021-08-02,Espresso Beans (Arabica),0.0,5.1,False
2021-08-03,Espresso Beans (Arabica),0.0,5.1,False
2021-08-04,Espresso Beans (Arabica),1.0,4.1,False
2021-08-05,Espresso Beans (Arabica),0.0,4.1,False
2021-08-06,Espresso Beans (Arabica),1.0,3.1,False
2021-08-07,Espresso Beans (Arabica),0.0,3.1,False
2021-08-08,Espresso Beans (Arabica),0.0,3.1,False
2021-08-09,Espresso Beans (Arabica),0.0,3.1,False
2021-08-10,Espresso Beans (Arabica),0.0,3.1,False
2021-08-11,Espresso Beans (Arabica),0.0,3.1,False
2021-08-12,Espresso Beans (Arabica),0.0,3.1,False
2021-08-13,Espresso Beans (Arabica),0.0,3.1,False
2021-08-14,Espresso Beans (Arabica),0.0,3.1,False
2021-08-15,Espresso Beans (Arabica),1.0,2.1,False
2021-08-16,Espresso Beans (Arabica),1.0,1.1,False
2021-08-17,Espresso Beans (Arabica),0.0,7.0,False
2021-08-18,Espresso Beans (Arabica),0.0,7.0,False
2021-08-19,Espresso Beans (Arabica),0.0,7.0,False
2021-08-20,Espresso Beans (Arabica),0.0,7.0,False
2021-08-21,Espresso Beans (Arabica),0.0,7.0,False
2021-08-22,Espresso Beans (Arabica),1.0,6.0,False
2021-08-23,Espresso Beans (Arabica),0.0,6.0,False
2021-08-24,Espresso Beans (Arabica),0.0,6.0,False
2021-08-25,Espresso Beans (Arabica),0.0,6.0,False
2021-08-26,Espresso Beans (Arabica),0.0,6.0,False
2021-08-27,Espresso Beans (Arabica),0.0,6.0,False
2021-08-28,Espresso Beans (Arabica),0.0,6.0,False
2021-08-29,Espresso Beans (Arabica),0.0,6.0,False
2021-08-30,Espresso Beans (Arabica),0.0,6.0,False
2021-08-31,Espresso Beans (Arabica),0.0,6.0,False
2021-09-01,Espresso Beans (Arabica),0.0,6.0,False
2021-09-02,Espresso Beans (Arabica),1.0,5.0,False
2021-09-03,Espresso Beans (Arabica),0.0,5.0,False
2021-09-04,Espresso Beans (Arabica),0.0,5.0,False
2021-09-05,Espresso Beans (Arabica),1.0,4.0,False
2021-09-06,Espresso Beans (Arabica),1.0,3.0,False
2021-09-07,Espresso Beans (Arabica),0.0,3.0,False
2021-09-08,Espresso Beans (Arabica),0.0,3.0,False
2021-09-09,Espresso Beans (Arabica),0.0,3.0,False
2021-09-10,Espresso Beans (Arabica),1.0,7.9,False
2021-09-11,Espresso Beans (Arabica),0.0,7.9,False
2021-09-12,Espresso Beans (Arabica),0.0,7.9,False
2021-09-13,Espresso Beans (Arabica),1.0,6.9,False
2021-09-14,Espresso Beans (Arabica),0.0,6.9,False
2021-09-15,Espresso Beans (Arabica),0.0,6.9,False
2021-09-16,Espresso Beans (Arabica),0.0,6.9,False
2021-09-17,Espresso Beans (Arabica),0.0,6.9,False
2021-09-18,Espresso Beans (Arabica),0.0,6.9,False
2021-09-19,Espresso Beans (Arabica),0.0,6.9,False
2021-09-20,Espresso Beans (Arabica),0.0,6.9,False
2021-09-21,Espresso Beans (Arabica),0.0,6.9,False
2021-09-22,Espresso Beans (Arabica),1.0,5.9,False
2021-09-23,Espresso Beans (Arabica),1.0,4.9,False
2021-09-24,Espresso Beans (Arabica),0.0,4.9,False
2021-09-25,Espresso Beans (Arabica),1.0,3.9,False
2021-09-26,Espresso Beans (Arabica),0.0,3.9,False
2021-09-27,Espresso Beans (Arabica),0.0,3.9,False
2021-09-28,Espresso Beans (Arabica),0.0,3.9,False
2021-09-29,Espresso Beans (Arabica),0.0,3.9,False
2021-09-30,Espresso Beans (Arabica),0.0,3.9,False
2021-10-01,Espresso Beans (Arabica),1.0,2.9,False
2021-10-02,Espresso Beans (Arabica),1.0,1.9,False
2021-10-03,Espresso Beans (Arabica),1.0,0.9,False
2021-10-04,Espresso Beans (Arabica),0.0,6.9,False
2021-10-05,Espresso Beans (Arabica),0.0,6.9,False
2021-10-06,Espresso Beans (Arabica),1.0,5.9,False
2021-10-07,Espresso Beans (Arabica),0.0,5.9,False
2021-10-08,Espresso Beans (Arabica),1.0,4.9,False
2021-10-09,Espresso Beans (Arabica),0.0,4.9,False
2021-10-10,Espresso Beans (Arabica),1.0,3.9,False
2021-10-11,Espresso Beans (Arabica),1.0,2.9,False
2021-10-12,Espresso Beans (Arabica),0.0,2.9,False
2021-10-13,Espresso Beans (Arabica),0.0,2.9,False
2021-10-14,Espresso Beans (Arabica),1.0,1.9,False
2021-10-15,Espresso Beans (Arabica),0.0,1.9,False
2021-10-16,Espresso Beans (Arabica),0.0,7.8,False
2021-10-17,Espresso Beans (Arabica),0.0,7.8,False
2021-10-18,Espresso Beans (Arabica),0.0,7.8,False
2021-10-19,Espresso Beans (Arabica),0.0,7.8,False
2021-10-20,Espresso Beans (Arabica),1.0,6.8,False
2021-10-21,Espresso Beans (Arabica),0.0,6.8,False
2021-10-22,Espresso Beans (Arabica),0.0,6.8,False
2021-10-23,Espresso Beans (Arabica),1.0,5.8,False
2021-10-24,Espresso Beans (Arabica),1.0,4.8,False
2021-10-25,Espresso Beans (Arabica),0.0,4.8,False
2021-10-26,Espresso Beans (Arabica),0.0,4.8,False
2021-10-27,Espresso Beans (Arabica),1.0,3.8,False
2021-10-28,Espresso Beans (Arabica),1.0,2.8,False
2021-10-29,Espresso Beans (Arabica),0.0,2.8,False
2021-10-30,Espresso Beans (Arabica),1.0,1.8,False
2021-10-31,Espresso Beans (Arabica),0.0,7.7,False
2021-11-01,Espresso Beans (Arabica),0.0,7.7,False
2021-11-02,Espresso Beans (Arabica),0.0,7.7,False
2021-11-03,Espresso Beans (Arabica),0.0,7.7,False
2021-11-04,Espresso Beans (Arabica),1.0,6.7,False
2021-11-05,Espresso Beans (Arabica),1.0,5.7,False
2021-11-06,Espresso Beans (Arabica),1.0,4.7,False
2021-11-07,Espresso Beans (Arabica),1.0,3.7,False
2021-11-08,Espresso Beans (Arabica),1.0,2.7,False
2021-11-09,Espresso Beans (Arabica),1.0,7.6,False
2021-11-10,Espresso Beans (Arabica),1.0,6.6,False
2021-11-11,Espresso Beans (Arabica),1.0,5.6,False
2021-11-12,Espresso Beans (Arabica),0.0,5.6,False
2021-11-13,Espresso Beans (Arabica),1.0,4.6,False
2021-11-14,Espresso Beans (Arabica),0.0,4.6,False
2021-11-15,Espresso Beans (Arabica),1.0,3.6,False
2021-11-16,Espresso Beans (Arabica),0.0,3.6,False
2021-11-17,Espresso Beans (Arabica),1.0,2.6,False
2021-11-18,Espresso Beans (Arabica),0.0,2.6,False
2021-11-19,Espresso Beans (Arabica),1.0,1.6,False
2021-11-20,Espresso Beans (Arabica),1.0,0.6,False
2021-11-21,Espresso Beans (Arabica),1.0,5.9,True
2021-11-22,Espresso Beans (Arabica),1.0,4.9,False
2021-11-23,Espresso Beans (Arabica),0.0,4.9,False
2021-11-24,Espresso Beans (Arabica),0.0,4.9,False
2021-11-25,Espresso Beans (Arabica),0.0,4.9,False
2021-11-26,Espresso Beans (Arabica),0.0,4.9,False
2021-11-27,Espresso Beans (Arabica),1.0,3.9,False
2021-11-28,Espresso Beans (Arabica),1.0,2.9,False
2021-11-29,Espresso Beans (Arabica),0.0,2.9,False
2021-11-30,Espresso Beans (Arabica),0.0,2.9,False
2021-12-01,Espresso Beans (Arabica),1.0,1.9,False
2021-12-02,Espresso Beans (Arabica),0.0,1.9,False
2021-12-03,Espresso Beans (Arabica),0.0,7.8,False
2021-12-04,Espresso Beans (Arabica),1.0,6.8,False
2021-12-05,Espresso Beans (Arabica),1.0,5.8,False
2021-12-06,Espresso Beans (Arabica),1.0,4.8,False
2021-12-07,Espresso Beans (Arabica),0.0,4.8,False
2021-12-08,Espresso Beans (Arabica),1.0,3.8,False
2021-12-09,Espresso Beans (Arabica),1.0,2.8,False
2021-12-10,Espresso Beans (Arabica),1.0,1.8,False
2021-12-11,Espresso Beans (Arabica),1.0,0.8,False
2021-12-12,Espresso Beans (Arabica),0.0,6.7,False
2021-12-13,Espresso Beans (Arabica),0.0,6.7,False
2021-12-14,Espresso Beans (Arabica),1.0,5.7,False
2021-12-15,Espresso Beans (Arabica),0.0,5.7,False
2021-12-16,Espresso Beans (Arabica),1.0,4.7,False
2021-12-17,Espresso Beans (Arabica),1.0,3.7,False
2021-12-18,Espresso Beans (Arabica),1.0,2.7,False
2021-12-19,Espresso Beans (Arabica),0.0,2.7,False
2021-12-20,Espresso Beans (Arabica),1.0,1.7,False
2021-12-21,Espresso Beans (Arabica),1.0,6.6,False
2021-12-22,Espresso Beans (Arabica),1.0,5.6,False
2021-12-23,Espresso Beans (Arabica),1.0,4.6,False
2021-12-24,Espresso Beans (Arabica),1.0,3.6,False
2021-12-25,Espresso Beans (Arabica),0.0,3.6,False
2021-12-26,Espresso Beans (Arabica),1.0,2.6,False
2021-12-27,Espresso Beans (Arabica),1.0,7.5,False
2021-12-28,Espresso Beans (Arabica),1.0,6.5,False
2021-12-29,Espresso Beans (Arabica),1.0,5.5,False
2021-12-30,Espresso Beans (Arabica),0.0,5.5,False
2021-12-31,Espresso Beans (Arabica),1.0,4.5,False
2022-01-01,Espresso Beans (Arabica),1.0,3.5,False
2022-01-02,Espresso Beans (Arabica),0.0,3.5,False
2022-01-03,Espresso Beans (Arabica),0.0,3.5,False
2022-01-04,Espresso Beans (Arabica),1.0,2.5,False
2022-01-05,Espresso Beans (Arabica),1.0,7.4,False
2022-01-06,Espresso Beans (Arabica),1.0,6.4,False
2022-01-07,Espresso Beans (Arabica),1.0,5.4,False
2022-01-08,Espresso Beans (Arabica),1.0,4.4,False
2022-01-09,Espresso Beans (Arabica),1.0,3.4,False
2022-01-10,Espresso Beans (Arabica),1.0,2.4,False
2022-01-11,Espresso Beans (Arabica),1.0,7.3,False
2022-01-12,Espresso Beans (Arabica),0.0,7.3,False
2022-01-13,Espresso Beans (Arabica),0.0,7.3,False
2022-01-14,Espresso Beans (Arabica),1.0,6.3,False
2022-01-15,Espresso Beans (Arabica),0.0,6.3,False
2022-01-16,Espresso Beans (Arabica),1.0,5.3,False
2022-01-17,Espresso Beans (Arabica),1.0,4.3,False
2022-01-18,Espresso Beans (Arabica),0.0,4.3,False
2022-01-19,Espresso Beans (Arabica),0.0,4.3,False
2022-01-20,Espresso Beans (Arabica),0.0,4.3,False
2022-01-21,Espresso Beans (Arabica),0.0,4.3,False
2022-01-22,Espresso Beans (Arabica),1.0,3.3,False
2022-01-23,Espresso Beans (Arabica),1.0,8.2,False
2022-01-24,Espresso Beans (Arabica),1.0,7.2,False
2022-01-25,Espresso Beans (Arabica),0.0,7.2,False
2022-01-26,Espresso Beans (Arabica),0.0,7.2,False
2022-01-27,Espresso Beans (Arabica),1.0,6.2,False
2022-01-28,Espresso Beans (Arabica),0.0,6.2,False
2022-01-29,Espresso Beans (Arabica),1.0,5.2,False
2022-01-30,Espresso Beans (Arabica),1.0,4.2,False
2022-01-31,Espresso Beans (Arabica),1.0,3.2,False
2022-02-01,Espresso Beans (Arabica),1.0,8.1,False
2022-02-02,Espresso Beans (Arabica),1.0,7.1,False
2022-02-03,Espresso Beans (Arabica),1.0,6.1,False
2022-02-04,Espresso Beans (Arabica),0.0,6.1,False
2022-02-05,Espresso Beans (Arabica),1.0,5.1,False
2022-02-06,Espresso Beans (Arabica),1.0,4.1,False
2022-02-07,Espresso Beans (Arabica),1.0,3.1,False
2022-02-08,Espresso Beans (Arabica),0.0,3.1,False
2022-02-09,Espresso Beans (Arabica),1.0,2.1,False
2022-02-10,Espresso Beans (Arabica),0.0,8.0,False
2022-02-11,Espresso Beans (Arabica),1.0,7.0,False
2022-02-12,Espresso Beans (Arabica),1.0,6.0,False
2022-02-13,Espresso Beans (Arabica),0.0,6.0,False
2022-02-14,Espresso Beans (Arabica),0.0,6.0,False
2022-02-15,Espresso Beans (Arabica),0.0,6.0,False
2022-02-16,Espresso Beans (Arabica),0.0,6.0,False
2022-02-17,Espresso Beans (Arabica),0.0,6.0,False
2022-02-18,Espresso Beans (Arabica),1.0,5.0,False
2022-02-19,Espresso Beans (Arabica),1.0,4.0,False
2022-02-20,Espresso Beans (Arabica),1.0,3.0,False
2022-02-21,Espresso Beans (Arabica),1.0,2.0,False
2022-02-22,Espresso Beans (Arabica),1.0,6.9,False
2022-02-23,Espresso Beans (Arabica),1.0,5.9,False
2022-02-24,Espresso Beans (Arabica),1.0,4.9,False
2022-02-25,Espresso Beans (Arabica),1.0,3.9,False
2022-02-26,Espresso Beans (Arabica),0.0,3.9,False
2022-02-27,Espresso Beans (Arabica),0.0,3.9,False
2022-02-28,Espresso Beans (Arabica),0.0,3.9,False
2022-03-01,Espresso Beans (Arabica),0.0,3.9,False
2022-03-02,Espresso Beans (Arabica),0.0,3.9,False
2022-03-03,Espresso Beans (Arabica),1.0,2.9,False
2022-03-04,Espresso Beans (Arabica),1.0,1.9,False
2022-03-05,Espresso Beans (Arabica),0.0,1.9,False
2022-03-06,Espresso Beans (Arabica),1.0,6.9,False
2022-03-07,Espresso Beans (Arabica),0.0,6.9,False
2022-03-08,Espresso Beans (Arabica),1.0,5.9,False
2022-03-09,Espresso Beans (Arabica),0.0,5.9,False
2022-03-10,Espresso Beans (Arabica),0.0,5.9,False
2022-03-11,Espresso Beans (Arabica),1.0,4.9,False
2022-03-12,Espresso Beans (Arabica),0.0,4.9,False
2022-03-13,Espresso Beans (Arabica),0.0,4.9,False
2022-03-14,Espresso Beans (Arabica),0.0,4.9,False
2022-03-15,Espresso Beans (Arabica),0.0,4.9,False
2022-03-16,Espresso Beans (Arabica),1.0,3.9,False
2022-03-17,Espresso Beans (Arabica),0.0,3.9,False
2022-03-18,Espresso Beans (Arabica),1.0,2.9,False
2022-03-19,Espresso Beans (Arabica),1.0,1.9,False
2022-03-20,Espresso Beans (Arabica),1.0,0.9,False
2022-03-21,Espresso Beans (Arabica),0.0,6.8,False
2022-03-22,Espresso Beans (Arabica),0.0,6.8,False
2022-03-23,Espresso Beans (Arabica),1.0,5.8,False
2022-03-24,Espresso Beans (Arabica),0.0,5.8,False
2022-03-25,Espresso Beans (Arabica),1.0,4.8,False
2022-03-26,Espresso Beans (Arabica),1.0,3.8,False
2022-03-27,Espresso Beans (Arabica),0.0,3.8,False
2022-03-28,Espresso Beans (Arabica),1.0,2.8,False
2022-03-29,Espresso Beans (Arabica),1.0,1.8,False
2022-03-30,Espresso Beans (Arabica),1.0,6.7,False
2022-03-31,Espresso Beans (Arabica),0.0,6.7,False
2022-04-01,Espresso Beans (Arabica),1.0,5.7,False
2022-04-02,Espresso Beans (Arabica),1.0,4.7,False
2022-04-03,Espresso Beans (Arabica),0.0,4.7,False
2022-04-04,Espresso Beans (Arabica),1.0,3.7,False
2022-04-05,Espresso Beans (Arabica),0.0,3.7,False
2022-04-06,Espresso Beans (Arabica),1.0,2.7,False
2022-04-07,Espresso Beans (Arabica),0.0,2.7,False
2022-04-08,Espresso Beans (Arabica),0.0,2.7,False
2022-04-09,Espresso Beans (Arabica),0.0,2.7,False
2022-04-10,Espresso Beans (Arabica),0.0,2.7,False
