date,sku,units_sold,on_hand,stockout_flag
2021-10-04,Espresso Beans (Arabica),15.0,201.0,False
2021-10-05,Espresso Beans (Arabica),17.0,184.0,False
2021-10-06,Espresso Beans (Arabica),17.0,167.0,False
2021-10-07,Espresso Beans (Arabica),17.0,150.0,False
2021-10-08,Espresso Beans (Arabica),16.0,134.0,False
2021-10-09,Espresso Beans (Arabica),16.0,118.0,False
2021-10-10,Espresso Beans (Arabica),18.0,100.0,False
2021-10-11,Espresso Beans (Arabica),21.0,79.0,False
2021-10-12,Espresso Beans (Arabica),21.0,58.0,False
2021-10-13,Espresso Beans (Arabica),16.0,267.0,False
2021-10-14,Espresso Beans (Arabica),21.0,246.0,False
2021-10-15,Espresso Beans (Arabica),23.0,223.0,False
2021-10-16,Espresso Beans (Arabica),19.0,204.0,False
2021-10-17,Espresso Beans (Arabica),25.0,179.0,False
2021-10-18,Espresso Beans (Arabica),20.0,159.0,False
2021-10-19,Espresso Beans (Arabica),20.0,139.0,False
2021-10-20,Espresso Beans (Arabica),18.0,121.0,False
2021-10-21,Espresso Beans (Arabica),14.0,107.0,False
2021-10-22,Espresso Beans (Arabica),15.0,92.0,False
2021-10-23,Espresso Beans (Arabica),18.0,74.0,False
2021-10-24,Espresso Beans (Arabica),18.0,56.0,False
2021-10-25,Espresso Beans (Arabica),19.0,262.0,False
2021-10-26,Espresso Beans (Arabica),18.0,244.0,False
2021-10-27,Espresso Beans (Arabica),18.0,226.0,False
2021-10-28,Espresso Beans (Arabica),18.0,208.0,False
2021-10-29,Espresso Beans (Arabica),16.0,192.0,False
2021-10-30,Espresso Beans (Arabica),20.0,172.0,False
2021-10-31,Espresso Beans (Arabica),13.0,159.0,False
2021-11-01,Espresso Beans (Arabica),17.0,142.0,False
2021-11-02,Espresso Beans (Arabica),18.0,124.0,False
2021-11-03,Espresso Beans (Arabica),17.0,107.0,False
2021-11-04,Espresso Beans (Arabica),20.0,87.0,False
2021-11-05,Espresso Beans (Arabica),23.0,64.0,False
2021-11-06,Espresso Beans (Arabica),19.0,270.0,False
2021-11-07,Espresso Beans (Arabica),17.0,253.0,False
2021-11-08,Espresso Beans (Arabica),20.0,233.0,False
2021-11-09,Espresso Beans (Arabica),21.0,212.0,False
2021-11-10,Espresso Beans (Arabica),20.0,192.0,False
2021-11-11,Espresso Beans (Arabica),18.0,174.0,False
2021-11-12,Espresso Beans (Arabica),18.0,156.0,False
2021-11-13,Espresso Beans (Arabica),19.0,137.0,False
2021-11-14,Espresso Beans (Arabica),19.0,118.0,False
2021-11-15,Espresso Beans (Arabica),22.0,96.0,False
2021-11-16,Espresso Beans (Arabica),20.0,76.0,False
2021-11-17,Espresso Beans (Arabica),21.0,55.0,False
2021-11-18,Espresso Beans (Arabica),21.0,259.0,False
2021-11-19,Espresso Beans (Arabica),20.0,239.0,False
2021-11-20,Espresso Beans (Arabica),13.0,226.0,False
2021-11-21,Espresso Beans (Arabica),15.0,211.0,False
2021-11-22,Espresso Beans (Arabica),17.0,194.0,False
2021-11-23,Espresso Beans (Arabica),18.0,176.0,False
2021-11-24,Espresso Beans (Arabica),20.0,156.0,False
2021-11-25,Espresso Beans (Arabica),,156.0,False
2021-11-26,Espresso Beans (Arabica),17.0,139.0,False
2021-11-27,Espresso Beans (Arabica),22.0,117.0,False
2021-11-28,Espresso Beans (Arabica),19.0,98.0,False
2021-11-29,Espresso Beans (Arabica),17.0,81.0,False
2021-11-30,Espresso Beans (Arabica),18.0,288.0,False
2021-12-01,Espresso Beans (Arabica),20.0,268.0,False
2021-12-02,Espresso Beans (Arabica),21.0,247.0,False
2021-12-03,Espresso Beans (Arabica),17.0,230.0,False
2021-12-04,Espresso Beans (Arabica),22.0,208.0,False
2021-12-05,Espresso Beans (Arabica),22.0,186.0,False
2021-12-06,Espresso Beans (Arabica),23.0,163.0,False
2021-12-07,Espresso Beans (Arabica),21.0,142.0,False
2021-12-08,Espresso Beans (Arabica),21.0,121.0,False
2021-12-09,Espresso Beans (Arabica),19.0,102.0,False
2021-12-10,Espresso Beans (Arabica),21.0,81.0,False
2021-12-11,Espresso Beans (Arabica),22.0,59.0,False
2021-12-12,Espresso Beans (Arabica),23.0,261.0,False
2021-12-13,Espresso Beans (Arabica),17.0,244.0,False
2021-12-14,Espresso Beans (Arabica),19.0,225.0,False
2021-12-15,Espresso Beans (Arabica),20.0,205.0,False
2021-12-16,Espresso Beans (Arabica),21.0,184.0,False
2021-12-17,Espresso Beans (Arabica),15.0,169.0,False
2021-12-18,Espresso Beans (Arabica),23.0,146.0,False
2021-12-19,Espresso Beans (Arabica),19.0,127.0,False
2021-12-20,Espresso Beans (Arabica),20.0,107.0,False
2021-12-21,Espresso Beans (Arabica),22.0,310.0,False
2021-12-22,Espresso Beans (Arabica),22.0,288.0,False
2021-12-23,Espresso Beans (Arabica),18.0,270.0,False
2021-12-24,Espresso Beans (Arabica),22.0,248.0,False
2021-12-25,Espresso Beans (Arabica),18.0,230.0,False
2021-12-26,Espresso Beans (Arabica),26.0,204.0,False
2021-12-27,Espresso Beans (Arabica),20.0,184.0,False
2021-12-28,Espresso Beans (Arabica),21.0,163.0,False
2021-12-29,Espresso Beans (Arabica),19.0,144.0,False
2021-12-30,Espresso Beans (Arabica),20.0,124.0,False
2021-12-31,Espresso Beans (Arabica),24.0,100.0,False
2022-01-01,Espresso Beans (Arabica),18.0,82.0,False
2022-01-02,Espresso Beans (Arabica),18.0,289.0,False
2022-01-03,Espresso Beans (Arabica),27.0,262.0,False
2022-01-04,Espresso Beans (Arabica),20.0,242.0,False
2022-01-05,Espresso Beans (Arabica),20.0,222.0,False
2022-01-06,Espresso Beans (Arabica),17.0,205.0,False
2022-01-07,Espresso Beans (Arabica),20.0,185.0,False
2022-01-08,Espresso Beans (Arabica),23.0,162.0,False
2022-01-09,Espresso Beans (Arabica),23.0,139.0,False
2022-01-10,Espresso Beans (Arabica),22.0,117.0,False
2022-01-11,Espresso Beans (Arabica),21.0,96.0,False
2022-01-12,Espresso Beans (Arabica),17.0,79.0,False
2022-01-13,Espresso Beans (Arabica),18.0,61.0,False
2022-01-14,Espresso Beans (Arabica),24.0,262.0,False
2022-01-15,Espresso Beans (Arabica),20.0,242.0,False
2022-01-16,Espresso Beans (Arabica),23.0,219.0,False
2022-01-17,Espresso Beans (Arabica),,219.0,False
2022-01-18,Espresso Beans (Arabica),18.0,201.0,False
2022-01-19,Espresso Beans (Arabica),19.0,182.0,False
2022-01-20,Espresso Beans (Arabica),19.0,163.0,False
2022-01-21,Espresso Beans (Arabica),20.0,143.0,False
2022-01-22,Espresso Beans (Arabica),20.0,123.0,False
2022-01-23,Espresso Beans (Arabica),20.0,103.0,False
2022-01-24,Espresso Beans (Arabica),24.0,79.0,False
2022-01-25,Espresso Beans (Arabica),18.0,61.0,False
2022-01-26,Espresso Beans (Arabica),21.0,265.0,False
2022-01-27,Espresso Beans (Arabica),22.0,243.0,False
2022-01-28,Espresso Beans (Arabica),21.0,222.0,False
2022-01-29,Espresso Beans (Arabica),21.0,201.0,False
2022-01-30,Espresso Beans (Arabica),14.0,187.0,False
2022-01-31,Espresso Beans (Arabica),19.0,168.0,False
2022-02-01,Espresso Beans (Arabica),17.0,151.0,False
2022-02-02,Espresso Beans (Arabica),24.0,127.0,False
2022-02-03,Espresso Beans (Arabica),17.0,110.0,False
2022-02-04,Espresso Beans (Arabica),18.0,92.0,False
2022-02-05,Espresso Beans (Arabica),19.0,73.0,False
2022-02-06,Espresso Beans (Arabica),21.0,52.0,False
2022-02-07,Espresso Beans (Arabica),,277.0,False
2022-02-08,Espresso Beans (Arabica),16.0,261.0,False
2022-02-09,Espresso Beans (Arabica),21.0,240.0,False
2022-02-10,Espresso Beans (Arabica),22.0,218.0,False
2022-02-11,Espresso Beans (Arabica),25.0,193.0,False
2022-02-12,Espresso Beans (Arabica),18.0,175.0,False
2022-02-13,Espresso Beans (Arabica),17.0,158.0,False
2022-02-14,Espresso Beans (Arabica),20.0,138.0,False
2022-02-15,Espresso Beans (Arabica),18.0,120.0,False
2022-02-16,Espresso Beans (Arabica),20.0,100.0,False
2022-02-17,Espresso Beans (Arabica),19.0,81.0,False
2022-02-18,Espresso Beans (Arabica),17.0,64.0,False
2022-02-19,Espresso Beans (Arabica),18.0,271.0,False
2022-02-20,Espresso Beans (Arabica),23.0,248.0,False
2022-02-21,Espresso Beans (Arabica),18.0,230.0,False
2022-02-22,Espresso Beans (Arabica),18.0,212.0,False
2022-02-23,Espresso Beans (Arabica),18.0,194.0,False
2022-02-24,Espresso Beans (Arabica),20.0,174.0,False
2022-02-25,Espresso Beans (Arabica),20.0,154.0,False
2022-02-26,Espresso Beans (Arabica),24.0,130.0,False
2022-02-27,Espresso Beans (Arabica),24.0,106.0,False
2022-02-28,Espresso Beans (Arabica),20.0,311.0,False
2022-03-01,Espresso Beans (Arabica),19.0,292.0,False
2022-03-02,Espresso Beans (Arabica),23.0,269.0,False
2022-03-03,Espresso Beans (Arabica),18.0,251.0,False
2022-03-04,Espresso Beans (Arabica),20.0,231.0,False
2022-03-05,Espresso Beans (Arabica),23.0,208.0,False
2022-03-06,Espresso Beans (Arabica),19.0,189.0,False
2022-03-07,Espresso Beans (Arabica),17.0,172.0,False
2022-03-08,Espresso Beans (Arabica),20.0,152.0,False
2022-03-09,Espresso Beans (Arabica),18.0,134.0,False
2022-03-10,Espresso Beans (Arabica),19.0,115.0,False
2022-03-11,Espresso Beans (Arabica),20.0,95.0,False
2022-03-12,Espresso Beans (Arabica),15.0,305.0,False
2022-03-13,Espresso Beans (Arabica),20.0,285.0,False
2022-03-14,Espresso Beans (Arabica),19.0,266.0,False
2022-03-15,Espresso Beans (Arabica),19.0,247.0,False
2022-03-16,Espresso Beans (Arabica),14.0,233.0,False
2022-03-17,Espresso Beans (Arabica),15.0,218.0,False
2022-03-18,Espresso Beans (Arabica),17.0,201.0,False
2022-03-19,Espresso Beans (Arabica),14.0,187.0,False
2022-03-20,Espresso Beans (Arabica),19.0,168.0,False
2022-03-21,Espresso Beans (Arabica),22.0,146.0,False
2022-03-22,Espresso Beans (Arabica),16.0,130.0,False
2022-03-23,Espresso Beans (Arabica),20.0,110.0,False
2022-03-24,Espresso Beans (Arabica),18.0,92.0,False
2022-03-25,Espresso Beans (Arabica),22.0,70.0,False
2022-03-26,Espresso Beans (Arabica),20.0,50.0,False
2022-03-27,Espresso Beans (Arabica),21.0,254.0,False
2022-03-28,Espresso Beans (Arabica),18.0,236.0,False
2022-03-29,Espresso Beans (Arabica),16.0,220.0,False
2022-03-30,Espresso Beans (Arabica),19.0,201.0,False
2022-03-31,Espresso Beans (Arabica),20.0,181.0,False
2022-04-01,Espresso Beans (Arabica),17.0,164.0,False
2022-04-02,Espresso Beans (Arabica),18.0,146.0,False
2022-04-03,Espresso Beans (Arabica),20.0,126.0,False
2022-04-04,Espresso Beans (Arabica),18.0,108.0,False
2022-04-05,Espresso Beans (Arabica),16.0,92.0,False
2022-04-06,Espresso Beans (Arabica),23.0,69.0,False
2022-04-07,Espresso Beans (Arabica),17.0,52.0,False
2022-04-08,Espresso Beans (Arabica),18.0,259.0,False
2022-04-09,Espresso Beans (Arabica),21.0,238.0,False
2022-04-10,Espresso Beans (Arabica),16.0,222.0,False
